Twet Load Tset
11.0 401.0 15.11
10.7 400.0 15.11
9.7 407.0 15.11
9.2 402.0 15.11
9.1 510.0 15.11
8.4 474.0 15.11
6.7 534.0 15.11
6.2 540.0 15.11
6.1 500.0 15.11
6.0 511.0 15.11
5.8 517.0 15.11
6.1 821.0 15.11
7.4 511.0 15.11
8.1 399.0 15.11
9.8 567.0 15.11
11.2 632.0 15.11
12.5 701.0 16.11
14.4 747.0 17.11
14.2 703.0 17.11
14.2 703.0 17.11
14.0 472.0 17.11
13.5 397.0 16.11
12.7 400.0 15.11
12.2 399.0 15.11
12.0 398.0 15.11
12.0 518.0 15.11
12.5 421.0 15.11
