Tset	Date	Twet	Load	Hour(s)	 TimeStamp(s)
15.11	4/12/2011 20:00	9.9	58.2	72000	1302638400
15.11	4/12/2011 21:00	10.2	1178.55	75600	1302642000
15.11	4/12/2011 22:00	9.9	58.2	79200	1302645600
15.11	4/12/2011 23:00	9.9	58.2	82800	1302649200
15.11	4/13/2011 0:00	9.9	58.2	0	1302652800
15.11	4/13/2011 1:00	9.1	58.2	3600	1302656400
15.11	4/13/2011 2:00	8.8	1222.2	7200	1302660000
15.11	4/13/2011 3:00	8.8	1193.1	10800	1302663600
15.11	4/13/2011 4:00	8.8	1222.2	14400	1302667200
15.11	4/13/2011 5:00	8.8	1033.05	18000	1302670800
15.11	4/13/2011 6:00	9.1	1018.5	21600	1302674400
15.11	4/13/2011 7:00	9.1	1353.15	25200	1302678000
15.11	4/13/2011 8:00	8.8	742.05	28800	1302681600
15.11	4/13/2011 9:00	9.1	742.05	32400	1302685200
15.11	4/13/2011 10:00	9.7	620.8	36000	1302688800
15.11	4/13/2011 11:00	9.7	679	39600	1302692400
15.11	4/13/2011 12:00	10.7	698.4	43200	1302696000
15.11	4/13/2011 13:00	11	776	46800	1302699600
15.11	4/13/2011 14:00	10.7	814.8	50400	1302703200
15.11	4/13/2011 15:00	11	824.5	54000	1302706800
15.11	4/13/2011 16:00	10.4	776	57600	1302710400
15.11	4/13/2011 17:00	10.7	824.5	61200	1302714000
15.11	4/13/2011 18:00	9.9	766.3	64800	1302717600
15.11	4/13/2011 19:00	9.4	591.7	68400	1302721200
15.11	4/13/2011 20:00	9.1	494.7	72000	1302724800
15.11	4/13/2011 21:00	8.6	591.7	75600	1302728400
15.11	4/13/2011 22:00	8.9	514.1	79200	1302732000
15.11	4/13/2011 23:00	7.8	514.1	82800	1302735600
15.11	4/14/2011 0:00	7.5	494.7	0	1302739200
15.11	4/14/2011 1:00	6.1	485	3600	1302742800
15.11	4/14/2011 2:00	6.4	591.7	7200	1302746400
15.11	4/14/2011 3:00	5.3	582	10800	1302750000
15.11	4/14/2011 4:00	5.6	552.9	14400	1302753600
15.11	4/14/2011 5:00	5.3	562.6	18000	1302757200
15.11	4/14/2011 6:00	7.5	562.6	21600	1302760800
15.11	4/14/2011 7:00	8.7	582	25200	1302764400
15.11	4/14/2011 8:00	9.7	620.8	28800	1302768000
15.11	4/14/2011 9:00	10.3	562.6	32400	1302771600
15.11	4/14/2011 10:00	10.9	1062.15	36000	1302775200
15.11	4/14/2011 11:00	10.9	1236.75	39600	1302778800
